Region,Month,Year,Humidity,Temperature,Population Density,Dengue_Cases
122,5,2013,24.8539465507,18.0682942501,18.0682942501,6.0482249333
122,6,2013,21.7091361094,18.0751053142,18.0751053142,9.7327467333
122,7,2013,8.1510254817,18.0860656146,18.0860656146,3.3295536667
122,8,2013,9.890200953,18.0898151119,18.0898151119,6.8859849333
122,9,2013,14.3691733996,18.0975695995,18.0975695995,7.5269676
122,10,2013,23.5259995857,18.1060459144,18.1060459144,4.2145694
122,11,2013,24.8984876735,18.1107920511,18.1107920511,6.6677122667
122,12,2013,24.8270147089,18.450289974,18.450289974,8.5604778667
122,1,2014,24.8995235136,18.0393545579,18.0393545579,4.249611
122,2,2014,24.9461363165,18.0441401559,18.0441401559,7.4092207333
122,3,2014,24.8736275119,18.0524838729,18.0524838729,10.2580892667
122,4,2014,24.9451004765,18.0640357753,18.0640357753,3.7815256667
122,5,2014,24.8539465507,18.0682942501,18.0682942501,6.0482249333
122,6,2014,21.7091361094,18.0751053142,18.0751053142,9.7327467333
122,7,2014,8.1510254817,18.0860656146,18.0860656146,3.3295536667
122,8,2014,9.890200953,18.0898151119,18.0898151119,6.8859849333
122,9,2014,14.3691733996,18.0975695995,18.0975695995,7.5269676
122,10,2014,23.5259995857,18.1060459144,18.1060459144,4.2145694
122,11,2014,24.8984876735,18.1107920511,18.1107920511,6.6677122667
122,12,2014,24.8270147089,18.450289974,18.450289974,8.5604778667
122,1,2015,24.8995235136,18.0393545579,18.0393545579,4.249611
122,2,2015,24.9461363165,18.0441401559,18.0441401559,7.4092207333
122,3,2015,24.8736275119,18.0524838729,18.0524838729,10.2580892667
122,4,2015,24.9451004765,18.0640357753,18.0640357753,3.7815256667
122,5,2015,24.8539465507,18.0682942501,18.0682942501,6.0482249333
122,6,2015,21.7091361094,18.0751053142,18.0751053142,9.7327467333
122,7,2015,8.1510254817,18.0860656146,18.0860656146,3.3295536667
122,8,2015,9.890200953,18.0898151119,18.0898151119,6.8859849333
122,9,2015,14.3691733996,18.0975695995,18.0975695995,7.5269676
122,10,2015,23.5259995857,18.1060459144,18.1060459144,4.2145694
122,11,2015,24.8984876735,18.1107920511,18.1107920511,6.6677122667
122,12,2015,24.8270147089,18.450289974,18.450289974,8.5604778667
122,1,2016,24.8995235136,18.0393545579,18.0393545579,4.249611
122,2,2016,24.9461363165,18.0441401559,18.0441401559,7.4092207333
122,3,2016,24.8736275119,18.0524838729,18.0524838729,10.2580892667
122,4,2016,24.9451004765,18.0640357753,18.0640357753,3.7815256667
122,5,2016,24.8539465507,18.0682942501,18.0682942501,6.0482249333
122,6,2016,21.7091361094,18.0751053142,18.0751053142,9.7327467333
122,7,2016,8.1510254817,18.0860656146,18.0860656146,3.3295536667
122,8,2016,9.890200953,18.0898151119,18.0898151119,6.8859849333
122,9,2016,14.3691733996,18.0975695995,18.0975695995,7.5269676
122,10,2016,23.5259995857,18.1060459144,18.1060459144,4.2145694
122,11,2016,24.8984876735,18.1107920511,18.1107920511,6.6677122667
122,12,2016,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2008,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2008,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2008,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2008,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2008,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2008,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2008,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2008,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2008,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2008,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2008,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2008,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2009,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2009,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2009,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2009,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2009,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2009,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2009,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2009,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2009,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2009,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2009,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2009,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2010,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2010,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2010,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2010,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2010,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2010,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2010,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2010,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2010,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2010,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2010,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2010,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2011,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2011,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2011,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2011,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2011,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2011,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2011,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2011,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2011,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2011,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2011,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2011,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2012,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2012,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2012,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2012,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2012,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2012,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2012,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2012,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2012,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2012,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2012,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2012,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2013,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2013,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2013,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2013,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2013,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2013,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2013,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2013,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2013,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2013,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2013,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2013,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2014,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2014,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2014,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2014,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2014,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2014,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2014,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2014,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2014,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2014,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2014,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2014,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2015,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2015,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2015,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2015,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2015,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2015,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2015,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2015,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2015,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2015,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2015,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2015,24.8270147089,18.450289974,18.450289974,8.5604778667
123,1,2016,24.8995235136,18.0393545579,18.0393545579,4.249611
123,2,2016,24.9461363165,18.0441401559,18.0441401559,7.4092207333
123,3,2016,24.8736275119,18.0524838729,18.0524838729,10.2580892667
123,4,2016,24.9451004765,18.0640357753,18.0640357753,3.7815256667
123,5,2016,24.8539465507,18.0682942501,18.0682942501,6.0482249333
123,6,2016,21.7091361094,18.0751053142,18.0751053142,9.7327467333
123,7,2016,8.1510254817,18.0860656146,18.0860656146,3.3295536667
123,8,2016,9.890200953,18.0898151119,18.0898151119,6.8859849333
123,9,2016,14.3691733996,18.0975695995,18.0975695995,7.5269676
123,10,2016,23.5259995857,18.1060459144,18.1060459144,4.2145694
123,11,2016,24.8984876735,18.1107920511,18.1107920511,6.6677122667
123,12,2016,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2008,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2008,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2008,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2008,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2008,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2008,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2008,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2008,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2008,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2008,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2008,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2008,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2009,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2009,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2009,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2009,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2009,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2009,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2009,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2009,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2009,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2009,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2009,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2009,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2010,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2010,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2010,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2010,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2010,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2010,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2010,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2010,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2010,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2010,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2010,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2010,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2011,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2011,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2011,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2011,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2011,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2011,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2011,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2011,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2011,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2011,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2011,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2011,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2012,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2012,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2012,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2012,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2012,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2012,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2012,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2012,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2012,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2012,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2012,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2012,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2013,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2013,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2013,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2013,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2013,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2013,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2013,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2013,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2013,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2013,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2013,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2013,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2014,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2014,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2014,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2014,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2014,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2014,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2014,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2014,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2014,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2014,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2014,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2014,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2015,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2015,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2015,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2015,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2015,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2015,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2015,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2015,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2015,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2015,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2015,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2015,24.8270147089,18.450289974,18.450289974,8.5604778667
124,1,2016,24.8995235136,18.0393545579,18.0393545579,4.249611
124,2,2016,24.9461363165,18.0441401559,18.0441401559,7.4092207333
124,3,2016,24.8736275119,18.0524838729,18.0524838729,10.2580892667
124,4,2016,24.9451004765,18.0640357753,18.0640357753,3.7815256667
124,5,2016,24.8539465507,18.0682942501,18.0682942501,6.0482249333
124,6,2016,21.7091361094,18.0751053142,18.0751053142,9.7327467333
124,7,2016,8.1510254817,18.0860656146,18.0860656146,3.3295536667
124,8,2016,9.890200953,18.0898151119,18.0898151119,6.8859849333
124,9,2016,14.3691733996,18.0975695995,18.0975695995,7.5269676
124,10,2016,23.5259995857,18.1060459144,18.1060459144,4.2145694
124,11,2016,24.8984876735,18.1107920511,18.1107920511,6.6677122667
124,12,2016,24.8270147089,18.450289974,18.450289974,8.5604778667
125,1,2008,24.8995235136,18.0393545579,18.0393545579,4.249611
125,2,2008,24.9461363165,18.0441401559,18.0441401559,7.4092207333
125,3,2008,24.8736275119,18.0524838729,18.0524838729,10.2580892667
125,4,2008,24.9451004765,18.0640357753,18.0640357753,3.7815256667
125,5,2008,24.8539465507,18.0682942501,18.0682942501,6.0482249333
125,6,2008,21.7091361094,18.0751053142,18.0751053142,9.7327467333
125,7,2008,8.1510254817,18.0860656146,18.0860656146,3.3295536667
125,8,2008,9.890200953,18.0898151119,18.0898151119,6.8859849333
125,9,2008,14.3691733996,18.0975695995,18.0975695995,7.5269676
125,10,2008,23.5259995857,18.1060459144,18.1060459144,4.2145694
125,11,2008,24.8984876735,18.1107920511,18.1107920511,6.6677122667
125,12,2008,24.8270147089,18.450289974,18.450289974,8.5604778667
125,1,2009,24.8995235136,18.0393545579,18.0393545579,4.249611
125,2,2009,24.9461363165,18.0441401559,18.0441401559,7.4092207333
125,3,2009,24.8736275119,18.0524838729,18.0524838729,10.2580892667
125,4,2009,24.9451004765,18.0640357753,18.0640357753,3.7815256667
125,5,2009,24.8539465507,18.0682942501,18.0682942501,6.0482249333
125,6,2009,21.7091361094,18.0751053142,18.0751053142,9.7327467333
125,7,2009,8.1510254817,18.0860656146,18.0860656146,3.3295536667
125,8,2009,9.890200953,18.0898151119,18.0898151119,6.8859849333
125,9,2009,14.3691733996,18.0975695995,18.0975695995,7.5269676
125,10,2009,23.5259995857,18.1060459144,18.1060459144,4.2145694
125,11,2009,24.8984876735,18.1107920511,18.1107920511,6.6677122667
125,12,2009,24.8270147089,18.450289974,18.450289974,8.5604778667
125,1,2010,24.8995235136,18.0393545579,18.0393545579,4.249611
125,2,2010,24.9461363165,18.0441401559,18.0441401559,7.4092207333
125,3,2010,24.8736275119,18.0524838729,18.0524838729,10.2580892667
